"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"KOF","Coca Cola Femsa S.A.B. de C.V.","38.59","$64.86B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kof",
"KO","Coca-Cola Company (The)","44.6","$191.55B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ko",
"CCEP","Coca-Cola European Partners plc","38.07","$17.29B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccep",
"CDE","Coeur Mining, Inc.","4.06","$988.76M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cde",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","10.13","$275.72M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fof",
"CNS","Cohen & Steers Inc","60.61","$2.89B","2004","Finance","Investment Managers","https://old.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","20.66","$1.93B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","22.36","$645.23M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","2.05","$55.08M","2013","n/a","n/a","https://old.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc.","9.57","$1.05B","2002","n/a","n/a","https://old.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers REIT and Preferred and Income Fund,","17.54","$834.59M","2003","n/a","n/a","https://old.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","25.63","$307.78M","2010","n/a","n/a","https://old.nasdaq.com/symbol/psf",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","11.43","$299.4M","1993","n/a","n/a","https://old.nasdaq.com/symbol/rfi",
"CFX","Colfax Corporation","25.75","$3.05B","2008","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfx",
"CFXA","Colfax Corporation","113.97","n/a","2019","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfxa",
"CL","Colgate-Palmolive Company","68.8","$58.93B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/cl",
"CCH","Collier Creek Holdings","10.4","$581.1M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/cch",
"CCH.U","Collier Creek Holdings","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/cch.u",
"CCH.WS","Collier Creek Holdings","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cch.ws",
"CXE","Colonial High Income Municipal Trust","4.4","$138.68M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.01","$39.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","8.99","$81.9M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","3.96","$112.17M","1987","n/a","n/a","https://old.nasdaq.com/symbol/cmu",
"CLNY","Colony Capital, Inc.","2.1","$1.04B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clny",
"CLNY^G","Colony Capital, Inc.","17.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^g",
"CLNY^H","Colony Capital, Inc.","15.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^h",
"CLNY^I","Colony Capital, Inc.","15.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^i",
"CLNY^J","Colony Capital, Inc.","15.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^j",
"CLNC","Colony Credit Real Estate, Inc.","4.48","$575.08M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clnc",
"CXP","Columbia Property Trust, Inc.","12.81","$1.47B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","21.02","$333.78M","2009","n/a","n/a","https://old.nasdaq.com/symbol/stk",
"CCZ","Comcast Corporation","55.495","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/ccz",
"CMA","Comerica Incorporated","32.37","$4.5B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cma",
"FIX","Comfort Systems USA, Inc.","32.61","$1.19B","1997","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/fix",
"CMC","Commercial Metals Company","16.11","$1.92B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/cmc",
"CBU","Community Bank System, Inc.","57.5","$2.99B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbu",
"CYH","Community Health Systems, Inc.","2.85","$341.05M","2000","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/cyh",
"CHCT","Community Healthcare Trust Incorporated","36.13","$791.48M","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chct",
"CIG","Comp En De Mn Cemig ADS","1.41","$2.06B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","10.97","$2.94B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","6.69","$4.57B","2002","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","9.29","$2.54B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","13.61","$2.51B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified Holdings","16.69","$999.73M","2006","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/codi",
"CODI^A","Compass Diversified Holdings","21.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^a",
"CODI^B","Compass Diversified Holdings","22.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^b",
"CODI^C","Compass Diversified Holdings","22.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^c",
"CMP","Compass Minerals International, Inc.","43.76","$1.48B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cmp",
"CRK","Comstock Resources, Inc.","7.3","$1.39B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crk",
"CAG","ConAgra Brands, Inc.","33.17","$16.16B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cag",
"CXO","Concho Resources Inc.","57.19","$11.25B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cxo",
"CCM","Concord Medical Services Holdings Limited","1.64","$71.2M","2009","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/ccm",
"CNMD","CONMED Corporation","66.88","$1.91B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",
"COP","ConocoPhillips","42.42","$45.49B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cop",
"CCR","CONSOL Coal Resources LP","4.58","$126.56M","2015","Energy","Coal Mining","https://old.nasdaq.com/symbol/ccr",
"CEIX","CONSOL Energy Inc.","5.87","$152.79M","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/ceix",
"ED","Consolidated Edison Inc","74.07","$24.74B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ed",
"STZ","Constellation Brands Inc","164.77","$31.77B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stz.b",
"CSTM","Constellium SE","7.07","$974.72M","2013","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/cstm",
"TCS","Container Store (The)","2.03","$100.22M","2013","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/tcs",
"CLR","Continental Resources, Inc.","13.6","$4.97B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/clr",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","4.55","$453.52M","2013","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/vlrs",
"CTRA","Contura Energy, Inc.","2.95","$53.85M","2018","Energy","Coal Mining","https://old.nasdaq.com/symbol/ctra",
"CTB","Cooper Tire & Rubber Company","20.9","$1.05B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","10.01","$169.01M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cps",
"CTK","CooTek (Cayman) Inc.","7.07","$436.98M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ctk",
"CPA","Copa Holdings, S.A.","42.23","$1.32B","2005","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cpa",
"CLB","Core Laboratories N.V.","16.29","$724.2M","1995","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/clb",
"CXW","CoreCivic, Inc.","11","$1.32B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxw",
"CLGX","CoreLogic, Inc.","43.09","$3.42B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clgx",
"CORR","CorEnergy Infrastructure Trust, Inc.","11.24","$153.44M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","17.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/corr^a",
"CPLG","CorePoint Lodging Inc.","3.71","$215.37M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cplg",
"COR","CoreSite Realty Corporation","120.11","$4.55B","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cor",
"CNR","Cornerstone Building Brands, Inc.","4.71","$594.13M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cnr",
"GLW","Corning Incorporated","20.95","$15.9B","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/glw",
"CAAP","Corporacion America Airports SA","2.21","$353.65M","2018","Transportation","Aerospace","https://old.nasdaq.com/symbol/caap",
"GYC","Corporate Asset Backed Corp CABCO","22.82","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gyc",
"OFC","Corporate Office Properties Trust","24.79","$2.78B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ofc",
"CTVA","Corteva, Inc.","26.45","$19.82B","2019","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/ctva",
"CZZ","Cosan Limited","11.38","$2.52B","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/czz",
"CMRE","Costamare Inc.","4.65","$556.99M","2010","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cmre",
"CMRE^B","Costamare Inc.","19.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^b",
"CMRE^C","Costamare Inc.","20.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^c",
"CMRE^D","Costamare Inc.","21.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^d",
"CMRE^E","Costamare Inc.","21.555","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^e",
"COTY","Coty Inc.","4.93","$3.75B","2013","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/coty",
"CUZ","Cousins Properties Incorporated","28.24","$4.19B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cuz",
"CVA","Covanta Holding Corporation","7.2","$947.51M","n/a","Basic Industries","Electric Utilities: Central","https://old.nasdaq.com/symbol/cva",
"CVIA","Covia Holdings Corporation","0.5701","$75.27M","2018","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cvia",
"CPF","CPB Inc.","15.39","$432.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cpf",
"CR","Crane Co.","51.25","$2.97B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cr",
"CRD.A","Crawford & Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crd.a",
"CRD.B","Crawford & Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crd.b",
"BAP","Credicorp Ltd.","143.62","$11.46B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bap",
"CS","Credit Suisse Group","8.3","$20.22B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cs",
"CPG","Crescent Point Energy Corporation","1.27","$672.34M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpg",
"CEQP","Crestwood Equity Partners LP","11.01","$800.71M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ceqp",
"CEQP^","Crestwood Equity Partners LP","6.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ceqp^",
"CRH","CRH PLC","28.83","$22.63B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/crh",
"CRT","Cross Timbers Royalty Trust","6.1","$36.6M","1992","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","13.68","$518.01M","2012","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/capl",
"CCI","Crown Castle International Corporation","154.69","$64.47B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cci",
"CCI^A","Crown Castle International Corporation","1368.2998","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cci^a",
"CCK","Crown Holdings, Inc.","62.46","$8.41B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/cck",
"CRY","CryoLife, Inc.","22.57","$851.8M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cry",
"CTS","CTS Corporation","21.29","$688.82M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","24.55","$4.76B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cube",
"CUB","Cubic Corporation","35.31","$1.11B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cub",
"CFR","Cullen/Frost Bankers, Inc.","65.63","$4.11B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cfr",
"CULP","Culp, Inc.","6.17","$75.73M","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/culp",
"CMI","Cummins Inc.","155.72","$22.97B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cmi",
"CURO","CURO Group Holdings Corp.","6.33","$257.85M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/curo",
"CW","Curtiss-Wright Corporation","91.12","$3.87B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cw",
"SRF","Cushing Energy Income Fund (The)","4.01","$9.92M","2012","n/a","n/a","https://old.nasdaq.com/symbol/srf",
"SRV","Cushing MLP & Infrastructure Total Return Fund","4.71","$31.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srv",
"SZC","Cushing NextGen Infrastructure Income Fund","7.19","$74.83M","2012","n/a","n/a","https://old.nasdaq.com/symbol/szc",
"CWK","Cushman & Wakefield plc","11.3","$2.49B","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/cwk",
"CUBB","Customers Bancorp, Inc","21.6","n/a","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/cubb",
"CUBI","Customers Bancorp, Inc","11","$346.17M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cubi",
"CUBI^C","Customers Bancorp, Inc","23.245","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^c",
"CUBI^D","Customers Bancorp, Inc","23.392","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^d",
"CUBI^E","Customers Bancorp, Inc","23.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^e",
"CUBI^F","Customers Bancorp, Inc","21.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cubi^f",
"CVI","CVR Energy Inc.","19.99","$2.01B","2007","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","0.8798","$99.67M","2011","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/uan",
"CVS","CVS Health Corporation","61.45","$80.23B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/cvs",
"CELP","Cypress Environmental Partners, L.P. ","5.78","$70.39M","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/celp",
"DHI","D.R. Horton, Inc.","47.16","$17.14B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/dhi",
"DAN","Dana Incorporated","10.17","$1.47B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","163.48","$113.93B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dhr",
"DHR^A","Danaher Corporation","1159.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dhr^a",
"DAC","Danaos Corporation","3.94","$97.67M","2006","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dac",
"DQ","DAQO New Energy Corp.","54.68","$759.88M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","70.53","$9.16B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/dri",
"DAR","Darling Ingredients Inc.","21.26","$3.49B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/dar",
